"coefficient","Author"
0,"Antonie Niermeyer"
0,"Karel Pauwels"
0,"Piet Calis"
0,"L.H. Hoek"
0,"C.P.F. Lecoutere"
0,"A.W. Nieuwenhuis"
0,"D.C. van der Poel"
0,"H. van Straelen"
0,"Leo Landsman"
0,"Jan Barents"
0,"Aloïs Walgrave"
0,"Anne Busken Huet-van der Tholl"
0,"H.W. van Tricht"
0,"R.L. Plancke"
0,"Adam Szirmai"
0,"Marc Groenhuijsen"
0,"Jan van Nijlen"
0,"Willem Gerard Brill"
0,"Guido de Baere"
0,"Joh. Hartog"
0,"Paul Rodenko"
0,"T.H.F. van Riemsdijk"
0,"Cola Debrot"
0,"Bram van der Lek"
0,"Lloyd Haft"
0,"J.J. Kloek"
0,"Jan G. Elburg"
0,"Dorelies Kraakman"
0,"J.M.W. van Ussel"
0,"J. Beijk"
0,"Willemien B. de Vries"
0,"H.J. Pos"
0,"Willem van Elden"
0,"Johannes Reitsma A.Tzn."
0,"A.E. Cohen"
0,"Paul François Hubrecht"
0,"Jos Smeyers"
0,"Gillis André de la Porte"
0,"J. de Gier"
0,"Albert Verwey"
0,"W.P. Gerritsen"
0,"H.T. Damsté"
0,"L.C. Michels"
0,"G.A. van Hamel"
0,"Urbain van de Voorde"
0,"Fred Bornstein"
0,"Tjaard W.R. de Haan"
0,"J.W. Muller"
0,"W. Koster Gzn."
0,"Stijn Streuvels"
0,"Kristien Hemmerechts"
0,"C.G.S. Sandberg"
0,"Leo Goemans"
0,"R. Roegholt"
0,"Samuel Muller"
0,"Sytske Sötemann"
0,"Carry van Bruggen"
0,"M.G. Buist"
0,"Herman Frederik Carel ten Kate"
0,"Rob van Roosbroeck"
0,"H.L. Drucker"
0,"Charles François van Duyl"
0,"Johan baron d' Aulnis de Bourouill"
0,"Ivo Michiels"
0,"F. de Haan"
0,"Stan Dietvors"
0,"Willem Gerard van Nouhuys"
0,"Piet Kralt"
0,"A. Lammers"
0,"Raymond van den Broeck"
0,"Tonie van Marle"
0,"S. Na'aman"
0,"R.P.W. Visser"
0,"J.J. Poelhekke"
0,"Jan Emiel Vliebergh"
0,"H. de Vocht"
0,"Paul Cronheim"
0,"Alex Bolckmans"
0,"K.W. van Gorkom"
0,"J.G. Bomhoff"
0,"Simon Kooyman"
0,"Arrigo Levasti"
0,"F.A.J. Vermeulen"
0,"J. Boudewijnse"
0,"W.H. van de Sande Bakhuyzen"
0,"Enno Endt"
0,"F. van Gheel Gildemeester"
0,"J.E. Stokvis"
0,"Frank van den Wijngaert"
0,"T.A. Birrell"
0,"Nico Rost"
0,"Derek Phillips"
0,"Henri Ernest Moltzer"
0,"J.R. de Groot"
0,"Edward B. Koster"
0,"Hidde van der Ploed"
0,"Willem Jan Mari van Eysinga"
0,"A.J. Michielsen"
0,"Anneke Nunn"
0,"Johan Christoffel Ramaer"
0,"A.G. van Hamel"
0,"Guido Eekhaut"
0,"Adriaan Daniel Fokker"
0,"Walter Couvreur"
0,"H. Schultink"
0,"J.J.L. Duyvendak"
0,"Arie Verhagen"
0,"Johan van Mechelen"
0,"A.A.W. Hubrecht"
0,"Bart Besamusca"
0,"F. Beelaerts van Blokland"
0,"Luk Wenseleers"
0,"J.D. van der Waals"
0,"Johan de Meester"
0,"J. Donceel"
0,"Ludolf Willem Bakhuizen van den Brink"
0,"Harry G.M. Prick"
0,"D. van Blom"
0,"P. Leendertz (jr.)"
0,"W. Blok"
0,"Pieter Rutger Feith"
0,"Hans den Haan"
0,"Amand Berteloot"
0,"Tone Brulin"
0,"J.H. Winkelman"
0,"A.W.P. van Ree"
0,"Dirk Bax"
0,"Ruud Löbler"
0,"P.A.M. Boele van Hensbroek"
0,"F.G. Droste"
0,"Maarten van Rhijn"
0,"H.J. Kiewiet de Jonge"
0,"Montanus"
0,"Luk Adriaens"
0,"Fréderique van Cleeff-Hiegentlich"
0,"Cor Blok"
0,"Jos Versteegen"
0,"Jaap Goedegebuure"
0,"Wim Hendriks"
0,"A. Brom"
0,"Els Andringa"
0,"Hendrik Onnen"
0,"Geerten Gossaert"
0,"Peter Drehmanns"
0,"Jozef de Vos"
0,"Jos. Schrijnen"
0,"P. Janssens"
0,"Rienk Visser"
0,"Christiaan Snouck Hurgronje"
0,"Henri Wiessing"
0,"Jan Aler"
0,"Jacqueline Bel"
0,"J. van Oudshoorn"
0,"R.A. van Sandick"
0,"Just Havelaar"
0,"Emile Verviers"
0,"J. Deschamps"
0,"Louis Couperus"
0,"A.W. de Groot"
0,"Hendrik de Veer"
0,"Robert van Genechten"
0,"Johannes Henricus Scholten"
0,"Jos A.A.M. Biemans"
0,"Wolfgang Brandt"
0,"G.C. Molewijk"
0,"Henrik Scholte"
0,"F.L. Zwaan"
0,"Jos de Roo"
0,"W.C. van Manen"
0,"Pierre Daniel Chantepie de la Saussaye"
0,"Joseph O. Kronig"
0,"H. Duits"
0,"P.C.J.A. Boeles"
0,"Bart van Steenbergen"
0,"Pim den Boer"
0,"Hendrik de Vries"
0,"Kees Hogenbirk"
0,"Evert Willem Schallenberg"
0,"Friedrich Kaiser"
0,"A. van den Meersschaut"
0,"J.B. Goetstouwers"
0,"Roeland Gerritsen"
0,"J.M.J. Sicking"
0,"Hubert J. Michaël"
0,"Marc Galle"
0,"Jos. Deckers"
0,"Elmer Schönberger"
0,"Johan Reyniers"
0,"C.J. Ruijgh"
0,"Geert Koefoed"
0,"Alfons Walschap"
0,"Michael Frijda"
0,"Jacques Hamelink"
0,"J.C.J. Kleijntjens"
0,"Frans De Bruyn"
0,"K. du Bois de Vroylande"
0,"G. van Os"
0,"Jan Nijen Twilhaar"
0,"Melchior Treub"
0,"Loek Esmeijer"
0,"F. van Lennep"
0,"D. Simons"
0,"Wim Markus"
0,"Antal Sivirsky"
0,"Tiberius Cornelius Winkler"
0,"G.J.H. van Gelder"
0,"J.C. Bedaux"
0,"C. Vermeer"
0,"Jac. van Ginneken"
0,"A.K. Koekkoek"
0,"Robert Macalester Loup"
0,"J. Volckaert"
0,"François de Bas"
