"coefficient","Author"
-0.893454019974063,"C.B. van Haeringen"
-0.891747443653069,"Ed Coenraads"
-0.881710676179435,"Leo Ross"
-0.858871304290455,"B.H.C.K. van der Wijck"
-0.827215135974489,"H. de la Fontaine Verwey"
-0.793744600905844,"B.A. van Groningen"
-0.778988503874281,"Johan Fabricius"
-0.774733880093311,"Ewaldus Daniël Pijzel"
-0.765357555660669,"Martien J.G. de Jong"
-0.758148855679675,"Karel De Clerck"
-0.754709875270137,"Eugène de Bock"
-0.754323070121464,"J.C. Arens"
-0.709522852715745,"Rudolf Geel"
-0.695642461787508,"Daniel Koorders"
-0.691009680850566,"J.J. Wesselo"
-0.68376315815534,"Hendrik de Veer"
-0.683333750941069,"S.N. Bakker"
-0.676713012948243,"Johan Carl Zimmerman"
-0.676640327419584,"J. Prinsen J.Lzn"
-0.675663242256899,"C.P. Tiele"
-0.666872682992508,"A.S. Carpentier Alting"
-0.666130629383145,"Ton Anbeek"
-0.665802428190315,"W. Bronzwaer"
-0.654974115910489,"Nicolaas Jacob Bernard Kappeyne van de Coppello"
-0.649572751752435,"C.C. Huysmans"
-0.643047496438107,"Evert de Jong"
-0.635484863966096,"Koen Dille"
-0.626566057870895,"Albert Hendrik Arnoldus Ekker"
-0.626181071418223,"Simon Gorter"
-0.62376609082372,"R.P.J. Tutein Nolthenius"
-0.614272616588757,"Jan Bakker"
-0.61215178216806,"Eelco Verwijs"
-0.612104133656766,"Erik Spinoy"
-0.606991474020817,"P. Geyl"
-0.603907413430182,"J.A. van der Made"
-0.60258306348661,"Charles Boissevain"
-0.601075496298676,"Menno ter Braak"
-0.596018059795635,"T.T.H. Jorissen"
-0.59514406548141,"Jos Perry"
-0.594450639553652,"Jan Hartog"
-0.594081236485785,"Bert Vanheste"
-0.585239435664175,"August Hans den Boef"
-0.578190919772754,"J.N. van Hall"
-0.573739229104636,"Jos Joosten"
-0.572937315265601,"Bart Vervaeck"
-0.56798182467902,"Joris Note"
-0.567053916317752,"Jan ten Brink"
-0.557733815403699,"Simon Vestdijk"
-0.557478080064228,"Johannes de Koo"
-0.554553582303079,"Henri Ernest Moltzer"
-0.551716622293786,"Jacob Hendrik Hora Siccama"
-0.543064429827131,"Willem Arnold Pieter Pistorius"
-0.540201153433238,"Anne Busken Huet-van der Tholl"
-0.538373275836861,"Rein Blijstra"
-0.534451917497574,"David van Hoogstraten"
-0.53256957256332,"Arnold Werumeus Buning"
-0.529776281830906,"Anton van Duinkerken"
-0.50235487175548,"Max Rooses"
-0.499787284954343,"J. van Loenen Martinet"
-0.493737769211368,"Michaël Wilhelm Scheltema"
-0.492253671426214,"Jan Engelman"
-0.487984255880975,"Leo Simons"
-0.480786139452447,"P.J. Cosijn"
-0.476402063354004,"Frans Netscher"
-0.464659201855597,"A.L.G. Bosboom-Toussaint"
-0.458970846500895,"P.C. Paardekooper"
-0.453839236627348,"H.Z. Zegers de Beijl"
-0.45042546762204,"Christiaan Snouck Hurgronje"
-0.436558754676065,"C.H. den Hertog"
-0.430797633344484,"G.F. Haspels"
-0.424750075494616,"Paul Alberdingk Thijm"
-0.423917161033144,"Albert Helman"
-0.422009331852302,"George Alexander Wilken"
-0.419604612076437,"Willem van der Vlugt"
-0.419068783665014,"van der Veur"
-0.418240645777061,"Henri Wiessing"
-0.411675715945106,"Israël Querido"
-0.407795133945936,"A.M. Nachenius-Roegholt"
-0.405342005615906,"Robert Macalester Loup"
-0.393356302640008,"Martina G. Kramers"
-0.390140976350851,"Adriaan Pit"
-0.389332807607132,"C.G.N. de Vooys"
-0.384723083894526,"J. van den Bergh van Eysinga-Elias"
-0.384721583611643,"Louis Carbin"
-0.384720490829792,"J.H. Deibel"
-0.384483616156719,"Gustaaf Segers"
-0.378385114381778,"Augusta de Wit"
-0.364579971896829,"Hendrik van der Wal"
-0.358699472046053,"H.Y. Groenewegen"
-0.35856605438393,"P. Janssens"
-0.350175296403623,"Janito Benavente y Martinez"
-0.349921104564634,"Léonce Reypens"
-0.349742359892771,"J.A.N. Knuttel"
-0.348274157745906,"W.M. Ebbink"
-0.346734750932001,"D.C. Hesseling"
-0.342956523637487,"C. Terburch"
-0.336748874543204,"Dorothée Buys"
-0.327131886351993,"F.W.J.G. Snijder van Wissenkerke"
-0.311305275926603,"Nelleke Noordervliet"
-0.309840980390038,"F.H. Fischer"
-0.301197119840041,"M.L.A. Barnardiston-Van Riemsdijk"
-0.286115855284186,"Stephanie Claes-Vetter"
-0.285841175346117,"E.J. Potgieter"
