"coefficient","Author"
-0.355420978470286,"M.E. Belpaire"
-0.355297094075363,"C.K. Elout"
-0.355064823111763,"Karel Vos"
-0.355010831313459,"Kornelis Sneyders de Vogel"
-0.354830865809962,"B. Faddegon"
-0.354443298180947,"Etsko Kruisinga"
-0.353913751473221,"J.A.N. Knuttel"
-0.353611464879317,"Elie van Rijckevorsel"
-0.353548257562917,"H.J. Romeijn"
-0.353548257514461,"Hendrik C. Diferee"
-0.353516850072195,"Dirk Merens"
-0.35351666273551,"F.W.J.G. Snijder van Wissenkerke"
-0.353485260531462,"E. W. Holthuysen"
-0.353485260514739,"S. Ritsema van Eck"
-0.353485073560991,"A.A. van Schelven"
-0.353484767955376,"Jos. Schrijnen"
-0.35085859062078,"Johan Christiaan van Eerde"
-0.350676310604584,"Jacob Domela Nieuwenhuis"
-0.350645048159757,"R.A. Verweij"
-0.350644845362581,"F.J. Kruitwagen"
-0.350629362405129,"Arnoldus Nicolaas Jacobus Fabius"
-0.350613444548798,"Martinus Beversluis"
-0.350613128941991,"J. Hoeksma"
-0.35058225230605,"W. Elink Schuurman"
-0.350582252300335,"E.C. van Dorp"
-0.350582252294619,"Meint Joustra"
-0.350582252271881,"H. Oort"
-0.350582049630549,"Ant. Averkamp"
-0.350582042038113,"Fritz Francken"
-0.350080835616974,"Virginie Loveling"
-0.349002340355799,"C. van Vollenhoven"
-0.347992511462298,"D. van Blom"
-0.347759099121692,"A.C. Josephus Jitta"
-0.347759097154976,"P.C.J.A. Boeles"
-0.347696690615942,"J.M. van IJssel de Schepper-Becker"
-0.347696688650513,"C.J. Hasselman"
-0.34769647258458,"Frederic Adolph Hoefer"
-0.347696466267997,"P. Roosenburg"
-0.347696466262317,"Hermann Wolf"
-0.347696466256636,"H.E. Greve"
-0.347696145359851,"K.W. de Groot"
-0.347684356546082,"Dirk Vansina"
-0.347659867571077,"H.T. Colenbrander"
-0.346897694484315,"Adriaan Pit"
-0.346123153189771,"Jac. van Ginneken"
-0.344858985693856,"R. Kaltofen"
-0.344828545009661,"J.P. Kuenen"
-0.34482854469521,"A. Geyl"
-0.344828314601497,"J.H. Leopold"
-0.344828314584044,"M.G. Wildeman"
-0.344828309560853,"Joannes Reddingius"
-0.344816208605726,"M.R. Pauwels"
-0.344721084558183,"F. Schmidt-Degener"
-0.343838300605786,"J. Saks"
-0.343466339460644,"Wobbe de Vries"
-0.342790997463275,"Matthée Corneille Valeton"
-0.342070254886971,"J.P. Fockema Andreae"
-0.342058327805693,"Caesar Gezelle"
-0.342011783191875,"Lambert Aerts"
-0.342008607584848,"E.F. Kossmann"
-0.342008606209875,"Petrus van Renesse"
-0.341977791082884,"W.C. Mees"
-0.341965452157707,"A. van Langendonck"
-0.341965452074659,"Anna Germonprez"
-0.341826256012621,"Ph.J. Simons"
-0.339480387922591,"Willem Jan Mari van Eysinga"
-0.339313844704982,"K.H. Roessingh"
-0.33926666264412,"Ed Coenraads"
-0.339236722833355,"N. van Wijk"
-0.339205388784767,"Carla van Lidth de Jeude"
-0.33917476251543,"E.T. Kuiper"
-0.339144399414494,"Frans Erens"
-0.339144399370333,"Adriaan Daniel Fokker"
-0.339144390316382,"J. Burger"
-0.339144389368074,"C. Bakker"
-0.339144389323949,"Julius de Boer"
-0.339144389279823,"F. Dijkema"
-0.33914413996734,"Marinus Willem de Visser"
-0.33914413983936,"Jan Leendert van Dalen"
-0.339144139796721,"Willem Vogelsang"
-0.339143784248464,"A.C. Bouman"
